Date;TLT 20Y;DOW JONES COMPOSITE
2015-11-30;108.83;6139.09
2015-12-01;110.03;6201.03
2015-12-02;110.07;6114.12
2015-12-03;107.14;6026.84
2015-12-04;108.02;6129.41
2015-12-07;109.07;6094.24
2015-12-08;109.13;6013.81
2015-12-09;109.03;5990.4
2015-12-10;109.15;6000.86
2015-12-11;110.89;5906.39
2015-12-14;109.45;5923.63
2015-12-15;108.82;5975.73
2015-12-16;108.6;6073.95
2015-12-17;109.8;5992.51
2015-12-18;110.4;5872.92
2015-12-21;110.38;5907.24
2015-12-22;109.57;5971.91
2015-12-23;108.77;6040.23
2015-12-24;109.38;6033.13
2015-12-28;109.7;6018.63
2015-12-29;107.9;6072.07
2015-12-30;107.78;6030.41
2015-12-31;108.27;5978.36
2016-01-04;109.05;5890.29
2016-01-05;108.62;5900.51
2016-01-06;110.05;5818.89
2016-01-07;110.27;5689.62
2016-01-08;110.76;5648.66
2016-01-11;109.53;5657.5
2016-01-12;111.13;5689.59
2016-01-13;112.24;5562.21
2016-01-14;111.17;5637.5
2016-01-15;112.9;5529.86
2016-01-19;112.57;5543.56
2016-01-20;113.73;5466.87
2016-01-21;112.96;5502.74
2016-01-22;112.55;5580.42
2016-01-25;113.15;5503.92
2016-01-26;113.18;5601.67
2016-01-27;113.16;5547.26
2016-01-28;113.32;5575.97
2016-01-29;114.28;5717.76
2016-02-01;113.95;5736.46
2016-02-02;115.41;5638.32
2016-02-03;115.1;5702.59
2016-02-04;115.66;5757.55
2016-02-05;115.81;5697.23
2016-02-08;118.16;5655.94
2016-02-09;118.41;5675.57
2016-02-10;119.46;5652.32
2016-02-11;120.29;5561.05
2016-02-12;118.28;5652.48
2016-02-16;117.42;5736.69
2016-02-17;116.03;5807.81
2016-02-18;117.07;5808.91
2016-02-19;118.27;5798.1
2016-02-22;117.66;5884.35
2016-02-23;118.3;5828.69
2016-02-24;118.98;5836.61
2016-02-25;118.73;5907.6
2016-02-26;117.62;5872.77
2016-02-29;117.8;5838.59
2016-03-01;115.8;5936.22
2016-03-02;116.24;5954.16
2016-03-03;116.68;5985.86
2016-03-04;115.97;6021.06
2016-03-07;115.89;6047.47
2016-03-08;117.18;5991.3
2016-03-09;116.45;6014.65
2016-03-10;115.98;6011.31
2016-03-11;114.75;6093.65
2016-03-14;115.14;6096.97
2016-03-15;115.25;6094.66
2016-03-16;115.6;6137.73
2016-03-17;116.09;6230.59
2016-03-18;116.34;6271.41
2016-03-21;115.42;6272.96
2016-03-22;115.39;6247.69
2016-03-23;116.74;6226.69
2016-03-24;116.79;6224.82
2016-03-28;116.94;6209.09
2016-03-29;118.12;6264.48
2016-03-30;116.92;6280.86
2016-03-31;117.71;6275.6
2016-04-01;118;6288.32
2016-04-04;118.08;6257.59
2016-04-05;119.38;6202.24
2016-04-06;118.52;6219.37
2016-04-07;119.98;6164.13
2016-04-08;119.22;6195.22
2016-04-11;119.06;6178.88
2016-04-12;118.23;6232.5
2016-04-13;118.67;6305.11
2016-04-14;118.08;6311.9
2016-04-15;119.1;6313.99
2016-04-18;118.6;6343.19
2016-04-19;118.2;6376.92
2016-04-20;116.96;6358.47
2016-04-21;116.24;6288.35
2016-04-22;115.95;6319.53
2016-04-25;115.45;6297.09
2016-04-26;114.9;6322.37
2016-04-27;116.09;6351.07
2016-04-28;116.57;6278.92
2016-04-29;116.9;6253.29
2016-05-02;115.68;6296.74
2016-05-03;117.16;6249.15
2016-05-04;117.76;6226.56
2016-05-05;118.56;6202.52
2016-05-06;118.03;6226.14
2016-05-09;118.42;6225.1
2016-05-10;118.43;6289.01
2016-05-11;119.05;6223.91
2016-05-12;118.56;6207.38
2016-05-13;119.71;6146.06
2016-05-16;118.68;6193.87
2016-05-17;118.88;6148.49
2016-05-18;117.21;6132.39
2016-05-19;117.66;6114.64
2016-05-20;117.77;6149.67
2016-05-23;118.02;6130.66
2016-05-24;117.56;6192.86
2016-05-25;117.14;6230.24
2016-05-26;117.68;6232.86
2016-05-27;117.52;6254.02
2016-05-31;117.77;6248.34
2016-06-01;118.25;6247.35
2016-06-02;119.12;6254.11
2016-06-03;120.82;6258.97
2016-06-06;119.92;6288.03
2016-06-07;120.21;6307.35
2016-06-08;120.86;6338.84
2016-06-09;121.63;6342.3
2016-06-10;122;6291.66
2016-06-13;122.75;6245.64
2016-06-14;122.66;6216.69
2016-06-15;123.14;6203.48
2016-06-16;123.74;6225.37
2016-06-17;122.95;6226.71
2016-06-20;121.66;6263.05
2016-06-21;121.11;6264.7
2016-06-22;121.27;6239.65
2016-06-23;119.91;6303.1
2016-06-24;123.12;6113.47
2016-06-27;126.23;6032.37
2016-06-28;126.48;6123.45
2016-06-29;125.53;6216.35
2016-06-30;125.97;6303.44
2016-07-01;127.71;6322.05
2016-07-05;129.31;6290.4
2016-07-06;129.51;6307.05
2016-07-07;129.5;6287.87
2016-07-08;130.47;6390
2016-07-11;129.33;6409.87
2016-07-12;127.2;6452.57
2016-07-13;128.68;6478.21
2016-07-14;126.83;6516.3
2016-07-15;125.72;6515.22
2016-07-18;125.6;6517.68
2016-07-19;126.35;6519.54
2016-07-20;125.62;6520.65
2016-07-21;125.89;6488.45
2016-07-22;126.13;6538.85
2016-07-25;126.03;6506.45
2016-07-26;126.24;6511
2016-07-27;127.78;6470.77
2016-07-28;127.54;6471.6
2016-07-29;128.59;6470.85
2016-08-01;127.23;6457.69
2016-08-02;125.91;6396.87
2016-08-03;125.99;6411.81
2016-08-04;126.94;6410.57
2016-08-05;125.59;6463.18
2016-08-08;125.84;6459.11
2016-08-09;127.1;6453.43
2016-08-10;127.57;6438.83
2016-08-11;126.45;6472.74
2016-08-12;127.49;6457.95
2016-08-15;126.33;6461.2
2016-08-16;125.97;6431.25
2016-08-17;126.72;6460.17
2016-08-18;126.93;6486.01
2016-08-19;126.28;6465.16
2016-08-22;127.33;6455.46
2016-08-23;127.45;6460.21
2016-08-24;127.17;6446.14
2016-08-25;126.66;6428.56
2016-08-26;125.95;6384.66
2016-08-29;127.62;6422.05
2016-08-30;127.14;6411.57
2016-08-31;127.32;6397.14
2016-09-01;127.45;6405.63
2016-09-02;126.42;6440.07
2016-09-06;127.32;6462.8
2016-09-07;127.26;6481.82
2016-09-08;125.68;6480.56
2016-09-09;123.56;6305.93
2016-09-12;123.63;6393.84
2016-09-13;122.23;6295.99
2016-09-14;122.42;6290.68
2016-09-15;121.89;6342.37
2016-09-16;122.85;6328.11
2016-09-19;122.46;6344.11
2016-09-20;122.88;6344.88
2016-09-21;123.87;6430.84
2016-09-22;124.85;6463.19
2016-09-23;124.76;6428.69
2016-09-26;125.53;6388.58
2016-09-27;126.48;6416.78
2016-09-28;126.22;6440.08
2016-09-29;126.52;6381
2016-09-30;125.44;6424.87
2016-10-03;124.97;6404
2016-10-04;123.5;6358.83
2016-10-05;122.92;6388.7
2016-10-06;122.25;6385.53
2016-10-07;122.33;6365.65
2016-10-10;121.6;6408.6
2016-10-11;121.34;6345.98
2016-10-12;121.44;6352.85
2016-10-13;121.9;6357.32
2016-10-14;120.2;6356
2016-10-17;120.98;6345.51
2016-10-18;121.37;6369.15
2016-10-19;121.45;6386.46
2016-10-20;121.58;6370.93
2016-10-21;121.77;6360.05
2016-10-24;121.25;6385.82
2016-10-25;121.56;6373.99
2016-10-26;120.75;6371.57
2016-10-27;119.43;6370.64
2016-10-28;119.16;6373
2016-10-31;119.89;6400.14
2016-11-01;119.9;6349.12
2016-11-02;120.42;6324.93
2016-11-03;119.5;6327.63
2016-11-04;120.58;6317.85
2016-11-07;119.55;6463.41
2016-11-08;119.05;6485.46
2016-11-09;114.01;6511.82
2016-11-10;112.34;6562.1
2016-11-11;111.71;6570.65
2016-11-14;111.02;6611.47
2016-11-15;111.59;6649.54
2016-11-16;112.6;6616.17
2016-11-17;110.91;6631.09
2016-11-18;110.58;6634.18
2016-11-21;110.86;6671.81
2016-11-22;110.82;6691.12
2016-11-23;110.4;6712.75
2016-11-25;110.56;6751.33
2016-11-28;111.4;6742.79
2016-11-29;111.88;6747.96
2016-11-30;110.02;6719.99
2016-12-01;108.89;6735.24
2016-12-02;109.66;6742.96
2016-12-05;109.54;6761.97
2016-12-06;109.47;6777.2
2016-12-07;110.4;6897.95
2016-12-08;109.11;6924.35
2016-12-09;107.76;6957.4
2016-12-12;107.95;6957.06
2016-12-13;108.37;6996.05
2016-12-14;107.17;6921.84
2016-12-15;107.68;6949.23
2016-12-16;107.45;6941.84
2016-12-19;108.6;6966.97
2016-12-20;108.04;7003.26
2016-12-21;108.54;6975.48
2016-12-22;108.35;6959.45
2016-12-23;108.57;6969.58
2016-12-27;108.21;6973.93
2016-12-28;108.98;6917.57
2016-12-29;109.36;6928.08
2016-12-30;109.52;6902.45
2017-01-03;109.98;6917.33
2017-01-04;110.4;6952.31
2017-01-05;112.19;6931.03
2017-01-06;111.13;6957.8
2017-01-09;112.05;6911.27
2017-01-10;111.98;6917.4
2017-01-11;112.34;6966.32
2017-01-12;112.1;6946.14
2017-01-13;111.56;6956.05
2017-01-17;112.72;6935.19
2017-01-18;111.27;6938.34
2017-01-19;110.48;6919.87
2017-01-20;110.27;6952.23
2017-01-23;111.4;6922.44
2017-01-24;110.59;6977.43
2017-01-25;109.28;7036.74
2017-01-26;109.58;7054.22
2017-01-27;109.97;7050.58
2017-01-30;109.64;7002.3
2017-01-31;110.4;6969.87
2017-02-01;109.73;6949.15
2017-02-02;109.68;6943.46
2017-02-03;109.64;7009.44
2017-02-06;110.31;7002.67
2017-02-07;111.13;7008.72
2017-02-08;112.66;7020.34
2017-02-09;111.35;7052.93
2017-02-10;111.28;7093.67
2017-02-13;110.91;7142.4
2017-02-14;110.11;7146.31
2017-02-15;109.63;7186.12
2017-02-16;110.2;7181.24
2017-02-17;110.85;7188.65
2017-02-21;110.65;7232.41
2017-02-22;110.84;7224.66
2017-02-23;111.2;7218.45
2017-02-24;112.45;7256.73
2017-02-27;111.79;7265.36
2017-02-28;112.2;7260.59
2017-03-01;110.29;7344.46
2017-03-02;109.87;7298.4
2017-03-03;110.17;7305.88
2017-03-06;109.64;7277.03
2017-03-07;109.33;7247.9
2017-03-08;108.75;7207.54
2017-03-09;107.88;7190.86
2017-03-10;108.25;7227.58
2017-03-13;107.57;7218.06
2017-03-14;108.09;7180.37
2017-03-15;109.4;7243.59
2017-03-16;108.86;7215.28
2017-03-17;109.52;7209.75
2017-03-20;109.98;7190.08
2017-03-21;110.9;7122.79
2017-03-22;111.37;7139.6
2017-03-23;111.21;7124.44
2017-03-24;111.62;7116.6
2017-03-27;112.13;7103.24
2017-03-28;111.37;7169.15
2017-03-29;112.05;7150.48
2017-03-30;111.12;7172.4
2017-03-31;111.46;7155.82
2017-04-03;112.58;7147.09
2017-04-04;111.99;7161.79
2017-04-05;112.32;7159.99
2017-04-06;112.2;7169.26
2017-04-07;111.7;7155.14
2017-04-10;112.21;7173.79
2017-04-11;113.26;7162.8
2017-04-12;113.87;7124.03
2017-04-13;114.21;7072.31
2017-04-17;113.87;7138.17
2017-04-18;115.35;7106.41
2017-04-19;114.72;7086.42
2017-04-20;114.28;7148.11
2017-04-21;114.28;7151.86
2017-04-24;113.72;7231.27
2017-04-25;112.38;7267.92
2017-04-26;113;7240.61
2017-04-27;113.01;7251.56
2017-04-28;113.19;7217.27
2017-05-01;112.27;7198.05
2017-05-02;112.84;7226.88
2017-05-03;112.91;7216.96
2017-05-04;112.36;7219.2
2017-05-05;112.47;7248.01
2017-05-08;111.86;7226.55
2017-05-09;111.86;7217.1
2017-05-10;111.72;7199.78
2017-05-11;111.72;7187.55
2017-05-12;112.55;7180.94
2017-05-15;112.25;7215.54
2017-05-16;112.67;7205.32
2017-05-17;114.28;7074.06
2017-05-18;114.4;7096.64
2017-05-19;114.63;7141.62
2017-05-22;114.35;7187.6
2017-05-23;113.6;7207.98
2017-05-24;114.23;7232.89
2017-05-25;114.27;7286.01
2017-05-26;114.46;7288.05
2017-05-30;115.03;7279.68
2017-05-31;115.31;7282.22
2017-06-01;115.32;7342.31
2017-06-02;116.73;7367.12
2017-06-05;115.99;7351.81
2017-06-06;116.51;7333.48
2017-06-07;116.07;7358.47
2017-06-08;115.75;7349.42
2017-06-09;115.56;7365.95
2017-06-12;115.52;7368.92
2017-06-13;115.54;7403.42
2017-06-14;117.35;7406.39
2017-06-15;117.18;7416.49
2017-06-16;117.4;7427.7
2017-06-19;117.25;7464.2
2017-06-20;118.27;7414.99
2017-06-21;118.52;7393.41
2017-06-22;118.79;7392.82
2017-06-23;118.73;7403.67
2017-06-26;119.16;7427.05
2017-06-27;117.9;7378.58
2017-06-28;117.51;7423.27
2017-06-29;116.52;7373.06
2017-06-30;116.26;7402.3
2017-07-03;115.88;7437.98
2017-07-05;115.91;7435.08
2017-07-06;114.89;7388.43
2017-07-07;114.24;7435.24
2017-07-10;114.4;7428.48
2017-07-11;114.58;7412.07
2017-07-12;115.39;7468.48
2017-07-13;114.64;7466.11
2017-07-14;114.79;7497.81
2017-07-17;115.12;7491.19
2017-07-18;116.15;7469.15
2017-07-19;116.2;7474.37
2017-07-20;116.53;7457.13
2017-07-21;117.05;7457.91
2017-07-24;116.57;7424.75
2017-07-25;115.05;7452.22
2017-07-26;115.21;7481.23
2017-07-27;114.63;7435.44
2017-07-28;115.32;7450.83
2017-07-31;115.46;7457.01
2017-08-01;116.31;7467.02
2017-08-02;116.37;7488.68
2017-08-03;117.57;7500.22
2017-08-04;116.56;7525.77
2017-08-07;116.71;7535.14
2017-08-08;116.29;7520.96
2017-08-09;116.93;7509.73
2017-08-10;117.92;7447.86
2017-08-11;117.97;7460.86
2017-08-14;117.36;7525.8
2017-08-15;116.88;7537.46
2017-08-16;117.3;7547.29
2017-08-17;118.12;7436.53
2017-08-18;118.14;7415.96
2017-08-21;118.44;7432.5
2017-08-22;117.98;7490.65
2017-08-23;118.79;7450.06
2017-08-24;118.34;7429.05
2017-08-25;118.81;7464.85
2017-08-28;118.74;7471.69
2017-08-29;119.1;7497.37
2017-08-30;119.06;7512.88
2017-08-31;119.42;7525.81
2017-09-01;118.52;7537.65
2017-09-05;120.37;7476.16
2017-09-06;119.64;7488.76
2017-09-07;120.86;7501.28
2017-09-08;120.61;7517.12
2017-09-11;119.17;7602.33
2017-09-12;118.57;7606.18
2017-09-13;118.08;7605.09
2017-09-14;118.58;7619.82
2017-09-15;118.63;7642.37
2017-09-18;117.94;7634.98
2017-09-19;117.64;7637.54
2017-09-20;117.73;7669.26
2017-09-21;117.66;7660.75
2017-09-22;118;7659.64
2017-09-25;118.75;7661.33
2017-09-26;118.53;7671.98
2017-09-27;116.74;7680.56
2017-09-28;116.39;7700.81
2017-09-29;116.65;7711.12
2017-10-02;116.43;7742.32
2017-10-03;116.54;7769.81
2017-10-04;116.55;7775.87
2017-10-05;116.11;7795.08
2017-10-06;115.78;7789.04
2017-10-09;116.15;7782.87
2017-10-10;116.35;7823.06
2017-10-11;116.56;7846.84
2017-10-12;117.08;7858.16
2017-10-13;117.91;7829.01
2017-10-16;117.82;7824.29
2017-10-17;117.97;7834.41
2017-10-18;117.21;7880.25
2017-10-19;117.4;7892.29
2017-10-20;116.15;7945.24
2017-10-23;116.36;7928.1
2017-10-24;115.62;7962.87
2017-10-25;115.07;7900.82
2017-10-26;114.66;7935.04
2017-10-27;115.44;7960.86
2017-10-30;116.56;7917.57
2017-10-31;116.6;7914.68
2017-11-01;117.14;7924.23
2017-11-02;117.63;7942.13
2017-11-03;117.95;7945.6
2017-11-06;118.39;7935.29
2017-11-07;118.9;7940.15
2017-11-08;118.61;7933.5
2017-11-09;118.28;7888.95
2017-11-10;116.52;7873.52
2017-11-13;116.76;7894.91
2017-11-14;117.54;7897.85
2017-11-15;118.82;7848.4
2017-11-16;117.78;7912.71
2017-11-17;118.66;7859.07
2017-11-20;118.62;7877.92
2017-11-21;118.99;7932.57
2017-11-22;119.37;7922.28
2017-11-24;119.04;7929.28
2017-11-27;118.88;7934.05
2017-11-28;119.02;8024.11
2017-11-29;117.87;8117.11
2017-11-30;117.46;8229.31
2017-12-01;119.04;8196.75
2017-12-04;119.1;8240.32
2017-12-05;119.66;8168.36
2017-12-06;120.09;8164.65
2017-12-07;119.17;8210.89
2017-12-08;119.18;8246.83
2017-12-11;118.94;8259.15
2017-12-12;118.89;8257.46
2017-12-13;119.76;8283.5
2017-12-14;120.27;8253.27
2017-12-15;120.74;8299.85
2017-12-18;119.63;8342.54
2017-12-19;118.12;8318.12
2017-12-20;116.79;8324.8
2017-12-21;117.46;8319.37
2017-12-22;117.61;8326.86
2017-12-26;117.97;8318.08
2017-12-27;119.5;8334.56
2017-12-28;119.4;8344.51
2017-12-29;119.61;8310.35
2018-01-02;118.29;8360.91
2018-01-03;118.86;8366.87
2018-01-04;118.84;8393.62
2018-01-05;118.5;8449.13
2018-01-08;118.41;8477.39
2018-01-09;116.85;8490.23
2018-01-10;116.71;8476.36
2018-01-11;117.2;8567.27
2018-01-12;117.38;8619.67
2018-01-16;117.87;8584.58
2018-01-17;117.71;8661.3
2018-01-18;116.62;8637.01
2018-01-19;116.01;8654.82
2018-01-22;116.12;8697.34
2018-01-23;116.62;8705.44
2018-01-24;115.99;8670.39
2018-01-25;116.95;8675
2018-01-26;116.5;8748.39
2018-01-29;115.69;8698.19
2018-01-30;115;8596.63
2018-01-31;115.69;8624.77
2018-02-01;114;8603.81
2018-02-02;112.96;8416.29
2018-02-05;114.01;8096.16
2018-02-06;113.29;8226.93
2018-02-07;112.25;8222.43
2018-02-08;112.13;7918.7
2018-02-09;111.41;7999.61
2018-02-12;111.93;8124.88
2018-02-13;112.4;8155.01
2018-02-14;111.15;8212.88
2018-02-15;111.54;8311.04
2018-02-16;112.16;8312.01
2018-02-20;111.64;8214.19
2018-02-21;110.27;8174.68
2018-02-22;110.58;8224.59
2018-02-23;111.59;8354.04
2018-02-26;111.63;8469.47
2018-02-27;111.47;8338.24
2018-02-28;112.19;8228.28
2018-03-01;112.93;8135.78
2018-03-02;112.04;8117.68
2018-03-05;111.73;8206.39
2018-03-06;111.84;8213.39
2018-03-07;111.71;8183.38
2018-03-08;112.34;8222.44
2018-03-09;111.61;8371.5
2018-03-12;112.25;8339.07
2018-03-13;112.81;8320.97
2018-03-14;113.79;8244.43
2018-03-15;113.79;8269.99
2018-03-16;113.38;8316.88
2018-03-19;113.03;8234.61
2018-03-20;112.59;8261.85
2018-03-21;112.72;8239.51
2018-03-22;113.81;8039.11
2018-03-23;113.72;7899.6
2018-03-26;113.28;8085.71
2018-03-27;114.5;7993.26
2018-03-28;114.8;7991.09
2018-03-29;115.37;8092.53
2018-04-02;115.6;7949.36
2018-04-03;114.69;8072.44
2018-04-04;114.46;8118.49
2018-04-05;113.61;8189.09
2018-04-06;114.85;8003.24
2018-04-09;115.05;8007.48
2018-04-10;114.83;8106.61
2018-04-11;115.25;8054.73
2018-04-12;114.39;8133.74
2018-04-13;114.65;8119.73
2018-04-16;114.69;8229.53
2018-04-17;115.02;8280.21
2018-04-18;114.09;8307.45
2018-04-19;113.16;8268.69
2018-04-20;112.36;8199.37
2018-04-23;112.39;8206.17
2018-04-24;111.9;8082.7
2018-04-25;111.13;8117.01
2018-04-26;111.93;8154.93
2018-04-27;112.76;8193.09
2018-04-30;112.96;8134.21
2018-05-01;112.56;8111.14
2018-05-02;112.44;8052.36
2018-05-03;112.93;8042.09
2018-05-04;113.1;8137.33
2018-05-07;112.92;8147.02
2018-05-08;112.82;8137.95
2018-05-09;112.17;8178.2
2018-05-10;113.04;8253.22
2018-05-11;113.32;8297.16
2018-05-14;112.74;8294.47
2018-05-15;111.47;8236
2018-05-16;111.03;8256.76
2018-05-17;110.46;8245.74
2018-05-18;111.43;8241.92
2018-05-21;111.49;8337.96
2018-05-22;111.31;8279.07
2018-05-23;112.13;8296.11
2018-05-24;113;8317.28
2018-05-25;113.69;8323.08
2018-05-29;116.21;8216.47
2018-05-30;115.42;8319.06
2018-05-31;115.23;8234.53
2018-06-01;114.6;8290.68
2018-06-04;113.78;8298.82
2018-06-05;114.05;8278.17
2018-06-06;113.12;8336.79
2018-06-07;114.2;8361.96
2018-06-08;113.87;8397.13
2018-06-11;113.66;8411.81
2018-06-12;113.69;8433.63
2018-06-13;113.64;8390.05
2018-06-14;114.58;8401.05
2018-06-15;114.67;8407.16
2018-06-18;114.58;8385.76
2018-06-19;115.26;8301.96
2018-06-20;114.22;8296.57
2018-06-21;114.83;8252.38
2018-06-22;114.82;8273.77
2018-06-25;115.09;8174.29
2018-06-26;115.26;8170.29
2018-06-27;116.36;8114.68
2018-06-28;116.38;8127.96
2018-06-29;115.98;8146.05
2018-07-02;115.89;8185.36
2018-07-03;116.49;8145.07
2018-07-05;116.83;8200.14
2018-07-06;117.22;8239.5
2018-07-09;116.46;8310.64
2018-07-10;116.45;8342.81
2018-07-11;116.9;8265.48
2018-07-12;116.89;8319.66
2018-07-13;117.19;8352.21
2018-07-16;116.7;8335.6
2018-07-17;116.48;8352
2018-07-18;116.02;8413.79
2018-07-19;116.75;8408
2018-07-20;115.31;8395.83
2018-07-23;113.88;8401.41
2018-07-24;114.26;8408.85
2018-07-25;114.09;8496.04
2018-07-26;113.87;8551.69
2018-07-27;114.07;8524.61
2018-07-30;113.66;8483.8
2018-07-31;114.28;8547.97
2018-08-01;113.36;8501.06
2018-08-02;113.53;8522.09
2018-08-03;114.09;8569.12
2018-08-06;114.15;8593.02
2018-08-07;113.56;8625.97
2018-08-08;113.67;8603.02
2018-08-09;114.63;8585.47
2018-08-10;115.47;8529.83
2018-08-13;115.24;8491.92
2018-08-14;114.97;8536.02
2018-08-15;115.65;8520.47
2018-08-16;115.64;8628.38
2018-08-17;115.79;8662.89
2018-08-20;116.56;8702.74
2018-08-21;116.17;8722.38
2018-08-22;116.63;8671.12
2018-08-23;116.82;8642.22
2018-08-24;117.05;8677.35
2018-08-27;116.37;8748.99
2018-08-28;115.67;8744.47
2018-08-29;115.83;8764.51
2018-08-30;116.08;8718.8
2018-08-31;115.8;8707.55
2018-09-04;115.13;8716.05
2018-09-05;114.81;8749.51
2018-09-06;115.25;8753.17
2018-09-07;114.25;8719.62
2018-09-10;114.67;8759.3
2018-09-11;113.81;8774.09
2018-09-12;114.08;8773.73
2018-09-13;114.24;8803.01
2018-09-14;113.7;8819.73
2018-09-17;113.7;8784.01
2018-09-18;112.52;8828.1
2018-09-19;111.87;8833.13
2018-09-20;112.37;8885.68
2018-09-21;112.32;8909.81
2018-09-24;112.05;8828.31
2018-09-25;111.94;8787.45
2018-09-26;112.71;8767.41
2018-09-27;112.77;8790.47
2018-09-28;112.48;8810.24
2018-10-01;111.67;8849.79
2018-10-02;112.34;8861.65
2018-10-03;110.39;8871.98
2018-10-04;109.6;8828.42
2018-10-05;108.66;8792.59
2018-10-08;108.31;8809.41
2018-10-09;109.39;8759.21
2018-10-10;109.08;8495.34
2018-10-11;110.43;8328.92
2018-10-12;110.04;8405.11
2018-10-15;109.99;8406.28
2018-10-16;110.25;8568.52
2018-10-17;109.58;8535.07
2018-10-18;109.54;8413.1
2018-10-19;109.3;8452.3
2018-10-22;109.15;8419.82
2018-10-23;109.5;8344
2018-10-24;110.34;8181.6
2018-10-25;109.87;8281.23
2018-10-26;110.54;8175.23
2018-10-29;110.3;8129.97
2018-10-30;109.74;8278.31
2018-10-31;109.17;8314.03
2018-11-01;109.27;8396.08
2018-11-02;107.92;8367.13
2018-11-05;108.36;8419.85
2018-11-06;108.29;8486.78
2018-11-07;108.43;8656.47
2018-11-08;108.42;8641.32
2018-11-09;109.21;8561.83
2018-11-12;109.93;8403.44
2018-11-13;109.86;8402.01
2018-11-14;109.93;8349.16
2018-11-15;109.88;8408.19
2018-11-16;110.52;8449.53
2018-11-19;110.83;8366.6
2018-11-20;110.87;8181.95
2018-11-21;110.83;8199.85
2018-11-23;110.95;8167.4
2018-11-26;110.69;8266.61
2018-11-27;110.82;8305.13
2018-11-28;110.29;8481.05
2018-11-29;110.71;8455.23
2018-11-30;111.14;8545.83
2018-12-03;111.95;8619.47
2018-12-04;113.79;8363.02
2018-12-06;114.14;8343.42
2018-12-07;114.35;8153.5
2018-12-10;114.83;8147.31
2018-12-11;114.81;8129.57
2018-12-12;114.29;8155.06
2018-12-13;114.04;8143.86
2018-12-14;114.42;8010.05
2018-12-17;115.1;7844.65
2018-12-18;115.8;7862.88
2018-12-19;117.32;7727.82
2018-12-20;116.89;7616.5
2018-12-21;116.87;7490.68
2018-12-24;117.46;7261.5
2018-12-26;116.2;7592.6
2018-12-27;116.22;7666.84
2018-12-28;117.2;7643.97
2018-12-31;117.64;7710.44
2019-01-02;118.26;7701.2
2019-01-03;119.62;7504.21
2019-01-04;118.22;7741.12
2019-01-07;117.87;7763.19
2019-01-08;117.56;7857.45
2019-01-09;117.38;7897.68
2019-01-10;116.62;7946.79
2019-01-11;117.08;7940.44
2019-01-14;116.64;7893.62
2019-01-15;116.22;7919.1
2019-01-16;116.34;7959.66
2019-01-17;116.36;8027.7
2019-01-18;115.76;8148.46
2019-01-22;116.53;8052.49
2019-01-23;116.49;8079.77
2019-01-24;117.26;8103.86
2019-01-25;116.69;8137.99
2019-01-28;116.57;8091.24
2019-01-29;117.17;8115.68
2019-01-30;117.08;8231.6
2019-01-31;118.09;8252.36
2019-02-01;117.37;8273.63
2019-02-04;116.84;8328.22
2019-02-05;117.38;8371.79
2019-02-06;117.44;8361.56
2019-02-07;118.21;8330.37
2019-02-08;118.72;8320.88
2019-02-11;118.25;8333.83
2019-02-12;117.94;8437.87
2019-02-13;117.5;8467.85
2019-02-14;118.18;8453.13
2019-02-15;118.36;8550.06
2019-02-19;118.66;8570.82
2019-02-20;118.32;8589.99
2019-02-21;117.27;8580.4
2019-02-22;117.96;8618.16
2019-02-25;117.61;8620.28
2019-02-26;118.19;8606.03
2019-02-27;116.85;8583.11
2019-02-28;116.46;8567.61
2019-03-01;115.38;8592.78
2019-03-04;116.29;8544.2
2019-03-05;116.52;8521.44
2019-03-06;116.95;8484.29
2019-03-07;117.71;8429.15
2019-03-08;118.2;8420.47
2019-03-11;117.85;8511.18
2019-03-12;118.68;8491.46
2019-03-13;118.46;8543.86
2019-03-14;117.6;8539.52
2019-03-15;118.38;8563.57
2019-03-18;118.31;8593.47
2019-03-19;118.05;8543.5
2019-03-20;119.3;8492.88
2019-03-21;119.57;8580.07
2019-03-22;121.39;8451.46
2019-03-25;121.58;8442.79
2019-03-26;121.5;8502.52
2019-03-27;122.62;8504.98
2019-03-28;123.04;8530.74
2019-03-29;122.92;8598.46
2019-04-01;121.18;8703.81
2019-04-02;121.41;8686.6
2019-04-03;120.36;8696.55
2019-04-04;120.71;8733.61
2019-04-05;120.86;8765.64
2019-04-08;120.43;8741.79
2019-04-09;120.81;8686.81
2019-04-10;121.1;8693.67
2019-04-11;120.39;8717.36
2019-04-12;119.56;8807.05
2019-04-15;119.84;8779.35
2019-04-16;119.1;8774.82
2019-04-17;119.15;8795.36
2019-04-18;119.76;8830.42
2019-04-22;119.2;8816.58
2019-04-23;119.46;8853.55
2019-04-24;120.41;8869.8
2019-04-25;120.23;8796.57
2019-04-26;120.65;8823.73
2019-04-29;119.88;8800.78
2019-04-30;120.49;8839.52
2019-05-01;120.99;8751.33
2019-05-02;120.41;8750.32
2019-05-03;120.76;8833.84
2019-05-06;121.08;8799.73
2019-05-07;122.01;8654.69
2019-05-08;121.48;8631.4
2019-05-09;121.98;8600.98
2019-05-10;121.81;8640.08
2019-05-13;122.77;8475.82
2019-05-14;122.42;8536.38
2019-05-15;123.16;8563.1
2019-05-16;122.75;8641.82
2019-05-17;123.02;8605.91
2019-05-20;122.77;8585.19
2019-05-21;122.57;8634.75
2019-05-22;123.28;8593.4
